from,to,relation,weight
GCal,AnDC,ally,1
GCal,GiSc,ally,1
GCal,RoRi,conflict,NA
GCal,FrMC,ally,1
GCal,MiGr,ally,1
GCal,GiGr,ally,1
GCal,AnGe,ally,1
ToSp,GCal,family,1
ToSp,GeAl,family,1
ToSp,GiBa,family,1
ToSp,ToBu,family,1
ToSp,AnRo,family,1
ToSp,GiuCa,family,1
ToSp,GiCi,family,1
ToSp,AnCi,family,1
ToSp,ToMa,family,1
ToSp,VitM,family,1
ToSp,NiMi,family,1
ToSp,NuMi,family,1
ToSp,SaMi,family,1
ToSp,SaRo,family,1
ToSp,PiSe,family,1
ToSp,AnSp,family,2
ToSp,FrSp,family,2
ToSp,GiSp,family,2
ToSp,ViSp,family,2
ToSp,GiLu,ally,3
ToSp,AnLu,ally,3
GeAl,GCal,family,1
GeAl,ToSp,family,1
GeAl,GiBa,family,1
GeAl,ToBu,family,1
GeAl,AnRo,family,1
GeAl,GiuCa,family,1
GeAl,GiCi,family,1
GeAl,AnCi,family,1
GeAl,ToMa,family,1
GeAl,VitM,family,1
GeAl,NiMi,family,1
GeAl,NuMi,family,1
GeAl,SaMi,family,1
GeAl,SaRo,family,1
GeAl,PiSe,family,1
GeAl,AnSp,family,1
GeAl,FrSp,family,1
GeAl,GiSp,family,1
GeAl,ViSp,family,1
GiBa,GCal,family,1
GiBa,ToSp,family,1
GiBa,GeAl,family,1
GiBa,ToBu,family,1
GiBa,AnRo,family,1
GiBa,GiuCa,family,1
GiBa,GiCi,family,1
GiBa,AnCi,family,1
GiBa,ToMa,family,1
GiBa,VitM,family,1
GiBa,NiMi,family,1
GiBa,NuMi,family,1
GiBa,SaMi,family,1
GiBa,SaRo,family,1
GiBa,PiSe,family,1
GiBa,AnSp,family,1
GiBa,FrSp,family,1
GiBa,GiSp,family,1
GiBa,ViSp,family,1
ToBu,GCal,conflict,NA
ToBu,ToSp,family,1
ToBu,GeAl,family,1
ToBu,GiBa,family,1
ToBu,AnRo,family,1
ToBu,GiuCa,family,1
ToBu,GiCi,family,1
ToBu,AnCi,family,1
ToBu,ToMa,family,1
ToBu,VitM,family,1
ToBu,NiMi,family,1
ToBu,NuMi,family,1
ToBu,SaMi,family,1
ToBu,SaRo,family,1
ToBu,PiSe,family,1
ToBu,AnSp,family,1
ToBu,FrSp,family,1
ToBu,GiSp,family,1
ToBu,ViSp,family,1
ToBu,IgSa,conflict,NA
ToBu,SaRi,conflict,NA
AnRo,GCal,family,1
AnRo,ToSp,family,1
AnRo,GeAl,family,1
AnRo,GiBa,family,1
AnRo,ToBu,family,1
AnRo,GiuCa,family,1
AnRo,GiCi,family,1
AnRo,AnCi,family,1
AnRo,ToMa,family,1
AnRo,VitM,family,1
AnRo,NiMi,family,1
AnRo,NuMi,family,1
AnRo,SaMi,family,1
AnRo,SaRo,family,2
AnRo,PiSe,family,1
AnRo,AnSp,family,1
AnRo,FrSp,family,1
AnRo,GiSp,family,1
AnRo,ViSp,family,1
AnRo,SaRi,ally,2
GiuCa,GCal,family,1
GiuCa,ToSp,family,1
GiuCa,GeAl,family,1
GiuCa,GiBa,family,1
GiuCa,ToBu,family,1
GiuCa,AnRo,family,1
GiuCa,GiCi,family,1
GiuCa,AnCi,family,1
GiuCa,ToMa,family,1
GiuCa,VitM,family,1
GiuCa,NiMi,family,1
GiuCa,NuMi,family,1
GiuCa,SaMi,family,1
GiuCa,SaRo,family,1
GiuCa,PiSe,family,1
GiuCa,AnSp,family,1
GiuCa,FrSp,family,1
GiuCa,GiSp,family,1
GiuCa,ViSp,family,1
GiCi,GCal,family,1
GiCi,ToSp,family,1
GiCi,GeAl,family,1
GiCi,GiBa,family,1
GiCi,ToBu,family,1
GiCi,AnRo,family,1
GiCi,GiuCa,family,1
GiCi,AnCi,family,2
GiCi,ToMa,family,1
GiCi,VitM,family,1
GiCi,NiMi,family,1
GiCi,NuMi,family,1
GiCi,SaMi,family,1
GiCi,SaRo,family,1
GiCi,PiSe,family,1
GiCi,AnSp,family,1
GiCi,FrSp,family,1
GiCi,GiSp,family,1
GiCi,ViSp,family,1
AnCi,GCal,family,1
AnCi,ToSp,family,1
AnCi,GeAl,family,1
AnCi,GiBa,family,1
AnCi,ToBu,family,1
AnCi,AnRo,family,1
AnCi,GiuCa,family,1
AnCi,GiCi,family,2
AnCi,ToMa,family,1
AnCi,VitM,family,1
AnCi,NiMi,family,1
AnCi,NuMi,family,1
AnCi,SaMi,family,1
AnCi,SaRo,family,1
AnCi,PiSe,family,1
AnCi,AnSp,family,1
AnCi,FrSp,family,1
AnCi,GiSp,family,1
AnCi,ViSp,family,1
ToMa,GCal,family,1
ToMa,ToSp,family,1
ToMa,GeAl,family,1
ToMa,GiBa,family,1
ToMa,ToBu,family,1
ToMa,AnRo,family,1
ToMa,GiuCa,family,1
ToMa,GiCi,family,1
ToMa,AnCi,family,1
ToMa,VitM,family,2
ToMa,NiMi,family,1
ToMa,NuMi,family,1
ToMa,SaMi,family,1
ToMa,SaRo,family,1
ToMa,PiSe,family,1
ToMa,AnSp,family,1
ToMa,FrSp,family,1
ToMa,GiSp,family,1
ToMa,ViSp,family,1
VitM,GCal,family,1
VitM,ToSp,family,1
VitM,GeAl,family,1
VitM,GiBa,family,1
VitM,ToBu,family,1
VitM,AnRo,family,1
VitM,GiuCa,family,1
VitM,GiCi,family,1
VitM,AnCi,family,1
VitM,ToMa,family,2
VitM,NiMi,family,1
VitM,NuMi,family,1
VitM,SaMi,family,1
VitM,SaRo,family,1
VitM,PiSe,family,1
VitM,AnSp,family,1
VitM,FrSp,family,1
VitM,GiSp,family,1
VitM,ViSp,family,1
NiMi,GCal,family,1
NiMi,ToSp,family,1
NiMi,GeAl,family,1
NiMi,GiBa,family,1
NiMi,ToBu,family,1
NiMi,AnRo,family,1
NiMi,GiuCa,family,1
NiMi,GiCi,family,1
NiMi,AnCi,family,1
NiMi,ToMa,family,1
NiMi,VitM,family,1
NiMi,NuMi,family,2
NiMi,SaMi,family,2
NiMi,SaRo,family,1
NiMi,PiSe,family,1
NiMi,AnSp,family,1
NiMi,FrSp,family,1
NiMi,GiSp,family,1
NiMi,ViSp,family,1
NuMi,GCal,family,1
NuMi,ToSp,family,1
NuMi,GeAl,family,1
NuMi,GiBa,family,1
NuMi,ToBu,family,1
NuMi,AnRo,family,1
NuMi,GiuCa,family,1
NuMi,GiCi,family,1
NuMi,AnCi,family,1
NuMi,ToMa,family,1
NuMi,VitM,family,1
NuMi,NiMi,family,2
NuMi,SaMi,family,2
NuMi,SaRo,family,1
NuMi,PiSe,family,1
NuMi,AnSp,family,1
NuMi,FrSp,family,1
NuMi,GiSp,family,1
NuMi,ViSp,family,1
SaMi,GCal,family,1
SaMi,ToSp,family,1
SaMi,GeAl,family,1
SaMi,GiBa,family,1
SaMi,ToBu,family,1
SaMi,AnRo,family,1
SaMi,GiuCa,family,1
SaMi,GiCi,family,1
SaMi,AnCi,family,1
SaMi,ToMa,family,1
SaMi,VitM,family,1
SaMi,NiMi,family,2
SaMi,NuMi,family,2
SaMi,SaRo,family,1
SaMi,PiSe,family,1
SaMi,AnSp,family,1
SaMi,FrSp,family,1
SaMi,GiSp,family,1
SaMi,ViSp,family,1
PiSe,GCal,family,1
PiSe,ToSp,family,1
PiSe,GeAl,family,1
PiSe,GiBa,family,1
PiSe,ToBu,family,1
PiSe,AnRo,family,1
PiSe,GiuCa,family,1
PiSe,GiCi,family,1
PiSe,AnCi,family,1
PiSe,ToMa,family,1
PiSe,VitM,family,1
PiSe,NiMi,family,1
PiSe,NuMi,family,1
PiSe,SaMi,family,1
PiSe,SaRo,family,1
PiSe,AnSp,family,1
PiSe,FrSp,family,1
PiSe,GiSp,family,1
PiSe,ViSp,family,1
AnSp,GCal,family,1
AnSp,ToSp,family,2
AnSp,GeAl,family,1
AnSp,GiBa,family,1
AnSp,ToBu,family,1
AnSp,AnRo,family,1
AnSp,GiuCa,family,1
AnSp,GiCi,family,1
AnSp,AnCi,family,1
AnSp,ToMa,family,1
AnSp,VitM,family,1
AnSp,NiMi,family,1
AnSp,NuMi,family,1
AnSp,SaMi,family,1
AnSp,SaRo,family,1
AnSp,PiSe,family,1
AnSp,FrSp,family,2
AnSp,GiSp,family,2
AnSp,ViSp,family,2
FrSp,GCal,family,1
FrSp,ToSp,family,2
FrSp,GeAl,family,1
FrSp,GiBa,family,1
FrSp,ToBu,family,1
FrSp,AnRo,family,1
FrSp,GiuCa,family,1
FrSp,GiCi,family,1
FrSp,AnCi,family,1
FrSp,ToMa,family,1
FrSp,VitM,family,1
FrSp,NiMi,family,1
FrSp,NuMi,family,1
FrSp,SaMi,family,1
FrSp,SaRo,family,1
FrSp,PiSe,family,1
FrSp,AnSp,family,2
FrSp,GiSp,family,2
FrSp,ViSp,family,2
GiSp,GCal,family,1
GiSp,ToSp,family,2
GiSp,GeAl,family,1
GiSp,GiBa,family,1
GiSp,ToBu,family,1
GiSp,AnRo,family,1
GiSp,GiuCa,family,1
GiSp,GiCi,family,1
GiSp,AnCi,family,1
GiSp,ToMa,family,1
GiSp,VitM,family,1
GiSp,NiMi,family,1
GiSp,NuMi,family,1
GiSp,SaMi,family,1
GiSp,SaRo,family,1
GiSp,PiSe,family,1
GiSp,AnSp,family,2
GiSp,FrSp,family,2
GiSp,ViSp,family,2
ViSp,GCal,family,1
ViSp,ToSp,family,2
ViSp,GeAl,family,1
ViSp,GiBa,family,1
ViSp,ToBu,family,1
ViSp,AnRo,family,1
ViSp,GiuCa,family,1
ViSp,GiCi,family,1
ViSp,AnCi,family,1
ViSp,ToMa,family,1
ViSp,VitM,family,1
ViSp,NiMi,family,1
ViSp,NuMi,family,1
ViSp,SaMi,family,1
ViSp,SaRo,family,1
ViSp,PiSe,family,1
ViSp,AnSp,family,2
ViSp,FrSp,family,2
ViSp,GiSp,family,2
SCp,BeBr,family,1
SCp,GiBr,family,1
BeBr,SCp,family,1
GiBr,SCp,family,1
BeBr,GiBr,family,2
BeBr,SaRi,ally,1
BeBr,BePr,ally,1
BeBr,AnDC,ally,1
BeBr,GiSc,ally,1
BeBr,RoRi,ally,1
BeBr,FrCM,ally,1
BeBr,MiGr,ally,1
BeBr,GiGr,ally,1
GiBr,BeBr,family,2
GiBr,BePr,ally,1
GiBr,SaRi,ally,1
GiBr,IgSa,conflict,NA
S,IgSa,family,1
IgSa,S,family,1
IgSa,ToBu,ally,1
IgSa,MiGr,ally,1
MdV,MaAg,family,1
MaAg,MdV,family,1
MaAg,BeSa,ally,1
MaAg,SaRi,ally,1
MaAg,BePr,ally,1
MaAg,AnDC,ally,1
MaAg,GiSc,ally,1
MaAg,RoRi,ally,1
MaAg,FrCM,ally,1
MaAg,MiGr,ally,1
MaAg,GiGr,ally,1
FrPB,FrFa,family,1
FrPB,PiAg,family,1
FrPB,SaCo,family,1
FrPB,GBPu,family,1
FrPB,PiFa,family,1
FrPB,GLVe,family,1
FrPB,IgMo,family,1
FrPB,IgPu,family,1
FrPB,FrTe,family,1
FrPB,GiTe,family,1
FrFa,FrPB,family,1
FrFa,PiAg,family,1
FrFa,SaCo,family,1
FrFa,GBPu,family,1
FrFa,PiFa,family,1
FrFa,GLVe,family,1
FrFa,IgMo,family,1
FrFa,IgPu,family,1
FrFa,FrTe,family,1
FrFa,GiTe,family,1
PiAg,FrPB,family,1
PiAg,FrFa,family,1
PiAg,SaCo,family,1
PiAg,GBPu,family,1
PiAg,PiFa,family,1
PiAg,GLVe,family,1
PiAg,IgMo,family,1
PiAg,IgPu,family,1
PiAg,FrTe,family,1
PiAg,GiTe,family,1
SaCo,FrPB,family,1
SaCo,FrFa,family,1
SaCo,PiAg,family,1
SaCo,GBPu,family,1
SaCo,PiFa,family,1
SaCo,GLVe,family,1
SaCo,IgMo,family,1
SaCo,IgPu,family,1
SaCo,FrTe,family,1
SaCo,GiTe,family,1
GBPu,FrPB,family,1
GBPu,FrFa,family,1
GBPu,PiAg,family,1
GBPu,SaCo,family,1
GBPu,PiFa,family,1
GBPu,GLVe,family,1
GBPu,IgMo,family,1
GBPu,IgPu,family,1
GBPu,FrTe,family,1
GBPu,GiTe,family,1
PiFa,FrPB,family,1
PiFa,FrFa,family,1
PiFa,PiAg,family,1
PiFa,SaCo,family,1
PiFa,GBPu,family,1
PiFa,GLVe,family,1
PiFa,IgMo,family,1
PiFa,IgPu,family,1
PiFa,FrTe,family,1
PiFa,GiTe,family,1
GLVe,FrPB,family,1
GLVe,FrFa,family,1
GLVe,PiAg,family,1
GLVe,SaCo,family,1
GLVe,GBPu,family,1
GLVe,PiFa,family,1
GLVe,IgMo,family,1
GLVe,IgPu,family,1
GLVe,FrTe,family,1
GLVe,GiTe,family,1
IgMo,FrPB,family,1
IgMo,FrFa,family,1
IgMo,PiAg,family,1
IgMo,SaCo,family,1
IgMo,GBPu,family,1
IgMo,PiFa,family,1
IgMo,IgMo,family,1
IgMo,IgPu,family,1
IgPu,FrPB,family,1
IgPu,FrFa,family,1
IgPu,PiAg,family,1
IgPu,SaCo,family,1
IgPu,GBPu,family,2
IgPu,PiFa,family,1
IgPu,GLVe,family,1
IgPu,IgMo,family,1
IgPu,IgPu,family,1
IgPu,FrTe,family,1
IgPu,GiTe,family,1
FrTe,FrPB,family,1
FrTe,FrFa,family,1
FrTe,PiAg,family,1
FrTe,SaCo,family,1
FrTe,GBPu,family,1
FrTe,PiFa,family,1
FrTe,GLVe,family,1
FrTe,IgMo,family,1
FrTe,IgPu,family,1
FrTe,GiTe,family,2
GiTe,FrPB,family,1
GiTe,FrFa,family,1
GiTe,PiAg,family,1
GiTe,SaCo,family,1
GiTe,GBPu,family,1
GiTe,PiFa,family,1
GiTe,GLVe,family,1
GiTe,IgMo,family,1
GiTe,IgPu,family,1
GiTe,FrTe,family,2
FrPB,SM,family,1
FrFa,SM,family,1
PiAg,SM,family,1
SaCo,SM,family,1
GBPu,SM,family,1
PiFa,SM,family,1
GLVe,SM,family,1
IgMo,SM,family,1
IgPu,SM,family,1
FrTe,SM,family,1
GiTe,SM,family,1
SM,FrPB,family,1
SM,FrFa,family,1
SM,PiAg,family,1
SM,SaCo,family,1
SM,GBPu,family,1
SM,PiFa,family,1
SM,GLVe,family,1
SM,IgMo,family,1
SM,IgPu,family,1
SM,FrTe,family,1
SM,GiTe,family,1
IgMo,SaRi,ally,1
IgMo,BePr,ally,1
IgMo,RoRi,conflict,NA
IgMo,FrCM,ally,1
IgMo,MiGr,ally,1
IgMo,GiGr,ally,1
GBPu,StPa,ally,1
GBPu,ViPu,ally,1
GBPu,GiGb,ally,1
GBPu,GiaG,ally,1
GBPu,GiLu,ally,1
SadB,MaMa,family,1
SadB,RMar,family,1
SadB,FrAd,family,1
SadB,GiAd,family,1
SadB,MaAd,family,1
SadB,BeCa,family,1
SadB,SaAd,family,1
SadB,SCon,family,1
SadB,GaGr,family,1
SadB,GiGb,family,1
SadB,GiaG,family,1
SadB,SGra,family,1
SadB,ViGr,family,1
MaMa,SadB,family,1
MaMa,RMar,family,2
MaMa,FrAd,family,1
MaMa,GiAd,family,1
MaMa,MaAd,family,1
MaMa,BeCa,family,1
MaMa,SaAd,family,1
MaMa,SCon,family,1
MaMa,GaGr,family,1
MaMa,GiGb,family,1
MaMa,GiaG,family,1
MaMa,SGra,family,1
MaMa,ViGr,family,1
RMar,SadB,family,1
RMar,MaMa,family,2
RMar,FrAd,family,1
RMar,GiAd,family,1
RMar,MaAd,family,1
RMar,BeCa,family,1
RMar,SaAd,family,1
RMar,SCon,family,1
RMar,GaGr,family,1
RMar,GiGb,family,1
RMar,GiaG,family,1
RMar,SGra,family,1
RMar,ViGr,family,1
FrAd,SadB,family,1
FrAd,MaMa,family,1
FrAd,RMar,family,1
FrAd,GiAd,family,2
FrAd,MaAd,family,2
FrAd,BeCa,family,1
FrAd,SaAd,family,2
FrAd,SCon,family,1
FrAd,GaGr,family,1
FrAd,GiGb,family,1
FrAd,GiaG,family,1
FrAd,SGra,family,1
FrAd,ViGr,family,1
GiAd,SadB,family,1
GiAd,MaMa,family,1
GiAd,RMar,family,1
GiAd,FrAd,family,2
GiAd,MaAd,family,2
GiAd,BeCa,family,1
GiAd,SaAd,family,1
GiAd,SCon,family,1
GiAd,GaGr,family,1
GiAd,GiGb,family,1
GiAd,GiaG,family,1
GiAd,SGra,family,1
GiAd,ViGr,family,1
MaAd,SadB,family,1
MaAd,MaMa,family,1
MaAd,RMar,family,1
MaAd,FrAd,family,2
MaAd,GiAd,family,2
MaAd,BeCa,family,1
MaAd,SaAd,family,2
MaAd,SCon,family,1
MaAd,GaGr,family,1
MaAd,GiGb,family,1
MaAd,GiaG,family,1
MaAd,SGra,family,1
MaAd,ViGr,family,1
BeCa,SadB,family,1
BeCa,MaMa,family,1
BeCa,RMar,family,1
BeCa,FrAd,family,1
BeCa,GiAd,family,1
BeCa,MaAd,family,1
BeCa,SaAd,family,1
BeCa,SCon,family,1
BeCa,GaGr,family,1
BeCa,GiGb,family,1
BeCa,GiaG,family,1
BeCa,SGra,family,1
BeCa,ViGr,family,1
SaAd,SadB,family,1
SaAd,MaMa,family,1
SaAd,RMar,family,1
SaAd,FrAd,family,2
SaAd,GiAd,family,2
SaAd,MaAd,family,2
SaAd,BeCa,family,1
SaAd,SCon,family,1
SaAd,GaGr,family,1
SaAd,GiGb,family,1
SaAd,GiaG,family,1
SaAd,SGra,family,1
SaAd,ViGr,family,1
SCon,SadB,family,1
SCon,MaMa,family,1
SCon,RMar,family,1
SCon,FrAd,family,1
SCon,GiAd,family,1
SCon,MaAd,family,1
SCon,BeCa,family,1
SCon,SaAd,family,1
SCon,GaGr,family,1
SCon,GiGb,family,1
SCon,GiaG,family,1
SCon,SGra,family,1
SCon,ViGr,family,1
GaGr,SadB,family,1
GaGr,MaMa,family,1
GaGr,RMar,family,1
GaGr,FrAd,family,1
GaGr,GiAd,family,1
GaGr,MaAd,family,1
GaGr,BeCa,family,1
GaGr,SaAd,family,1
GaGr,SCon,family,1
GaGr,GiGb,family,1
GaGr,GiaG,family,2
GaGr,SGra,family,2
GaGr,ViGr,family,2
GiGb,SadB,family,1
GiGb,MaMa,family,1
GiGb,RMar,family,1
GiGb,FrAd,family,1
GiGb,GiAd,family,1
GiGb,MaAd,family,1
GiGb,BeCa,family,1
GiGb,SaAd,family,1
GiGb,SCon,family,1
GiGb,GaGr,family,1
GiGb,GiaG,family,1
GiGb,SGra,family,1
GiGb,ViGr,family,1
GiaG,SadB,family,1
GiaG,MaMa,family,1
GiaG,RMar,family,1
GiaG,FrAd,family,1
GiaG,GiAd,family,1
GiaG,MaAd,family,1
GiaG,BeCa,family,1
GiaG,SaAd,family,1
GiaG,SCon,family,1
GiaG,GaGr,family,2
GiaG,GiGb,family,1
GiaG,SGra,family,2
GiaG,ViGr,family,2
SGra,SadB,family,1
SGra,MaMa,family,1
SGra,RMar,family,1
SGra,FrAd,family,1
SGra,GiAd,family,1
SGra,MaAd,family,1
SGra,BeCa,family,1
SGra,SaAd,family,1
SGra,SCon,family,1
SGra,GaGr,family,2
SGra,GiGb,family,1
SGra,GiaG,family,2
SGra,ViGr,family,2
ViGr,SadB,family,1
ViGr,MaMa,family,1
ViGr,RMar,family,1
ViGr,FrAd,family,1
ViGr,GiAd,family,1
ViGr,MaAd,family,1
ViGr,BeCa,family,1
ViGr,SaAd,family,1
ViGr,SCon,family,1
ViGr,GaGr,family,2
ViGr,GiGb,family,1
ViGr,GiaG,family,2
ViGr,SGra,family,2
SadB,V,family,1
MaMa,V,family,1
RMar,V,family,1
FrAd,V,family,1
GiAd,V,family,1
MaAd,V,family,1
BeCa,V,family,1
SaAd,V,family,1
SCon,V,family,1
GaGr,V,family,1
GiGb,V,family,1
GiaG,V,family,1
SGra,V,family,1
ViGr,V,family,1
V,SadB,family,1
V,MaMa,family,1
V,RMar,family,1
V,FrAd,family,1
V,GiAd,family,1
V,MaAd,family,1
V,BeCa,family,1
V,SaAd,family,1
V,SCon,family,1
V,GaGr,family,1
V,GiGb,family,1
V,GiaG,family,1
V,SGra,family,1
V,ViGr,family,1
FrcB,SaIn,family,1
FrcB,RoSa,family,1
SaIn,FrcB,family,1
SaIn,RoSa,family,1
RoSa,FrcB,family,1
RoSa,SaIn,family,1
FrcB,U,family,1
Saln,U,family,1
RoSa,U,family,1
U,FrcB,family,1
U,Saln,family,1
U,RoSa,family,1
GiCl,AnFi,family,1
GaFi,AnFi,family,2
GaFi,CaFi,family,2
GaFi,GiFi,family,2
GaFi,StFi,family,2
AnFi,GaFi,family,2
AnFi,CaFi,family,2
AnFi,GiFi,family,2
AnFi,StFi,family,2
CaFi,GaFi,family,2
CaFi,AnFi,family,2
CaFi,GiFi,family,2
CaFi,StFi,family,2
GiFi,GaFi,family,2
GiFi,AnFi,family,2
GiFi,CaFi,family,2
GiFi,StFi,family,2
StFi,GaFi,family,2
StFi,AnFi,family,2
StFi,CaFi,family,2
StFi,GiFi,family,2
GaFi,M,family,1
AnFi,M,family,1
CaFi,M,family,1
GiFi,M,family,1
StFi,M,family,1
M,GaFi,family,1
M,AnFi,family,1
M,CaFi,family,1
M,GiFi,family,1
M,StFi,family,1
CeMa,GaBa,family,1
CeMa,ViBa,family,1
CeMa,FrBr,family,1
CeMa,DiTr,family,1
GaBa,CeMa,family,1
GaBa,ViBa,family,2
GaBa,FrBr,family,1
GaBa,DiTr,family,1
ViBa,CeMa,family,1
ViBa,GaBa,family,2
ViBa,FrBr,family,1
ViBa,DiTr,family,1
FrBr,CeMa,family,1
FrBr,GaBa,family,1
FrBr,ViBa,family,1
FrBr,DiTr,family,1
DiTr,CeMa,family,1
DiTr,GaBa,family,1
DiTr,ViBa,family,1
DiTr,FrBr,family,1
CeMa,CI,family,1
GaBa,CI,family,1
ViBa,CI,family,1
FrBr,CI,family,1
DiTr,CI,family,1
CI,CeMa,family,1
CI,GaBa,family,1
CI,ViBa,family,1
CI,FrBr,family,1
CI,DiTr,family,1
Vivi,Givi,family,2
Vivi,AnGe,family,1
Vivi,GiLa,family,1
Vivi,SaLa,family,1
Givi,Vivi,family,2
Givi,AnGe,family,1
Givi,GiLa,family,1
Givi,SaLa,family,1
AnGe,Vivi,family,1
AnGe,Givi,family,1
AnGe,GiLa,family,1
AnGe,SaLa,family,1
GiLa,Vivi,family,1
GiLa,Givi,family,1
GiLa,AnGe,family,1
GiLa,SaLa,family,2
SaLa,Vivi,family,1
SaLa,Givi,family,1
SaLa,AnGe,family,1
SaLa,GiLa,family,2
Vivi,PA,family,1
Givi,PA,family,1
AnGe,PA,family,1
GiLa,PA,family,1
SaLa,PA,family,1
AnGe,SaRi,ally,1
AnGe,BePr,ally,1
AnGe,AnDC,ally,1
AnGe,GiSc,ally,1
AnGe,RoRi,ally,1
AnGe,FrCM,ally,1
AnGe,GCal,ally,1
AnGe,GiGr,ally,1
AnGe,MiGr,ally,1
Pici,GiBo,family,1
Pici,AlBo,family,1
Pici,GaFi,family,1
Pici,BiMa,family,1
Pici,MaMi,family,1
GiBo,Pici,family,1
GiBo,AlBo,family,2
GiBo,GaFi,family,1
GiBo,BiMa,family,1
GiBo,MaMi,family,1
AlBo,Pici,family,1
AlBo,GiBo,family,2
AlBo,GaFi,family,1
AlBo,BiMa,family,1
AlBo,MaMi,family,1
GaFi,Pici,family,1
GaFi,GiBo,family,1
GaFi,AlBo,family,1
GaFi,BiMa,family,1
GaFi,MaMi,family,1
BiMa,Pici,family,1
BiMa,GiBo,family,1
BiMa,AlBo,family,1
BiMa,GaFi,family,1
BiMa,MaMi,family,2
MaMi,Pici,family,1
MaMi,GiBo,family,1
MaMi,AlBo,family,1
MaMi,GaFi,family,1
MaMi,BiMa,family,2
Pici,BO,family,1
GiBo,BO,family,1
AlBo,BO,family,1
GaFi,BO,family,1
BiMa,BO,family,1
MaMi,BO,family,1
BO,Pici,family,1
BO,GiBo,family,1
BO,AlBo,family,1
BO,GaFi,family,1
BO,BiMa,family,1
BO,MaMi,family,1