from,to,relation,weight,type
GiZa,FiAr,family,1,member
GiZa,GaAr,family,1,member
GiZa,FrBu,family,1,member
GiZa,ViBu,family,1,member
GiZa,SaBu,family,1,member
GiZa,SaCh,family,1,member
GiZa,DoFe,family,1,member
GiZa,GiIn,family,1,member
GiZa,GaLo,family,1,member
GiZa,GiLo,family,1,member
GiZa,GiOl,family,1,member
GiZa,AnSi,family,1,member
GiZa,FrPa,family,1,member
GiZa,ViSi,family,1,member
GiZa,VSdA,family,1,member
GiZa,PiTa,family,1,member
OnZa,FiMa,family,1,member
OnZa,BeTi,family,1,member
OnZa,PiVe,family,1,member
OnZa,CaZa,family,2,member
OnZa,AnMa,family,1,member
OnZa,GiMa,family,1,member
OnZa,ViMa,family,1,member
OnZa,GaTi,family,1,member
OnZa,GiTi,family,1,member
OnZa,LoTi,family,1,member
OnZa,AnVe,family,1,member
OnZa,CoVe,family,1,member
OnZa,GiVe,family,1,member
OnZa,RuVe,family,1,member
OnZa,GiZa,family,2,member
OnZa,GiAb,family,1,member
OnZa,MaAb,family,1,member
OnZa,PaAl,family,1,member
OnZa,PiAl,family,1,member
OnZa,FiAr,family,1,member
OnZa,GaAr,family,1,member
OnZa,FrBu,family,1,member
OnZa,ViBu,family,1,member
OnZa,SaBu,family,1,member
OnZa,SaCh,family,1,member
OnZa,DoFe,family,1,member
OnZa,GiIn,family,1,member
OnZa,GaLo,family,1,member
OnZa,GiLo,family,1,member
OnZa,GiOl,family,1,member
OnZa,AnSi,family,1,member
OnZa,FrPa,family,1,member
OnZa,ViSi,family,1,member
OnZa,VSdA,family,1,member
OnZa,PiTa,family,1,member
GiAb,FiMa,family,1,member
GiAb,BeTi,family,1,member
GiAb,PiVe,family,1,member
GiAb,CaZa,family,1,member
GiAb,AnMa,family,1,member
GiAb,GiMa,family,1,member
GiAb,ViMa,family,1,member
GiAb,GaTi,family,1,member
GiAb,GiTi,family,1,member
GiAb,LoTi,family,1,member
GiAb,AnVe,family,1,member
GiAb,CoVe,family,1,member
GiAb,GiVe,family,1,member
GiAb,RuVe,family,1,member
GiAb,GiZa,family,1,member
GiAb,OnZa,family,1,member
GiAb,MaAb,family,2,member
GiAb,PaAl,family,1,member
GiAb,PiAl,family,1,member
GiAb,FiAr,family,1,member
GiAb,GaAr,family,1,member
GiAb,FrBu,family,1,member
GiAb,ViBu,family,1,member
GiAb,SaBu,family,1,member
GiAb,SaCh,family,1,member
GiAb,DoFe,family,1,member
GiAb,GiIn,family,1,member
GiAb,GaLo,family,1,member
GiAb,GiLo,family,1,member
GiAb,GiOl,family,1,member
GiAb,AnSi,family,1,member
GiAb,FrPa,family,1,member
GiAb,ViSi,family,1,member
GiAb,VSdA,family,1,member
GiAb,PiTa,family,1,member
MaAb,FiMa,family,1,member
MaAb,BeTi,family,1,member
MaAb,PiVe,family,1,member
MaAb,CaZa,family,1,member
MaAb,AnMa,family,1,member
MaAb,GiMa,family,1,member
MaAb,ViMa,family,1,member
MaAb,GaTi,family,1,member
MaAb,GiTi,family,1,member
MaAb,LoTi,family,1,member
MaAb,AnVe,family,1,member
MaAb,CoVe,family,1,member
MaAb,GiVe,family,1,member
MaAb,RuVe,family,1,member
MaAb,GiZa,family,1,member
MaAb,OnZa,family,1,member
MaAb,GiAb,family,2,member
MaAb,PaAl,family,1,member
MaAb,PiAl,family,1,member
MaAb,FiAr,family,1,member
MaAb,GaAr,family,1,member
MaAb,FrBu,family,1,member
MaAb,ViBu,family,1,member
MaAb,SaBu,family,1,member
MaAb,SaCh,family,1,member
MaAb,DoFe,family,1,member
MaAb,GiIn,family,1,member
MaAb,GaLo,family,1,member
MaAb,GiLo,family,1,member
MaAb,GiOl,family,1,member
MaAb,AnSi,family,1,member
MaAb,FrPa,family,1,member
MaAb,ViSi,family,1,member
MaAb,VSdA,family,1,member
MaAb,PiTa,family,1,member
PaAl,FiMa,family,1,member
PaAl,BeTi,family,1,member
PaAl,PiVe,family,1,member
PaAl,CaZa,family,1,member
PaAl,AnMa,family,1,member
PaAl,GiMa,family,1,member
PaAl,ViMa,family,1,member
PaAl,GaTi,family,1,member
PaAl,GiTi,family,1,member
PaAl,LoTi,family,1,member
PaAl,AnVe,family,1,member
PaAl,CoVe,family,1,member
PaAl,GiVe,family,1,member
PaAl,RuVe,family,1,member
PaAl,GiZa,family,1,member
PaAl,OnZa,family,1,member
PaAl,GiAb,family,1,member
PaAl,MaAb,family,1,member
PaAl,PiAl,family,2,member
PaAl,FiAr,family,1,member
PaAl,GaAr,family,1,member
PaAl,FrBu,family,1,member
PaAl,ViBu,family,1,member
PaAl,SaBu,family,1,member
PaAl,SaCh,family,1,member
PaAl,DoFe,family,1,member
PaAl,GiIn,family,1,member
PaAl,GaLo,family,1,member
PaAl,GiLo,family,1,member
PaAl,GiOl,family,1,member
PaAl,AnSi,family,1,member
PaAl,FrPa,family,1,member
PaAl,ViSi,family,1,member
PaAl,VSdA,family,1,member
PaAl,PiTa,family,1,member
PiAl,FiMa,family,1,member
PiAl,BeTi,family,1,member
PiAl,PiVe,family,1,member
PiAl,CaZa,family,1,member
PiAl,AnMa,family,1,member
PiAl,GiMa,family,1,member
PiAl,ViMa,family,1,member
PiAl,GaTi,family,1,member
PiAl,GiTi,family,1,member
PiAl,LoTi,family,1,member
PiAl,AnVe,family,1,member
PiAl,CoVe,family,1,member
PiAl,GiVe,family,1,member
PiAl,RuVe,family,1,member
PiAl,GiZa,family,1,member
PiAl,OnZa,family,1,member
PiAl,GiAb,family,1,member
PiAl,MaAb,family,1,member
PiAl,PaAl,family,2,member
PiAl,FiAr,family,1,member
PiAl,GaAr,family,1,member
PiAl,FrBu,family,1,member
PiAl,ViBu,family,1,member
PiAl,SaBu,family,1,member
PiAl,SaCh,family,1,member
PiAl,DoFe,family,1,member
PiAl,GiIn,family,1,member
PiAl,GaLo,family,1,member
PiAl,GiLo,family,1,member
PiAl,GiOl,family,1,member
PiAl,AnSi,family,1,member
PiAl,FrPa,family,1,member
PiAl,ViSi,family,1,member
PiAl,VSdA,family,1,member
PiAl,PiTa,family,1,member
FiAr,FiMa,family,1,member
FiAr,BeTi,family,1,member
FiAr,PiVe,family,1,member
FiAr,CaZa,family,1,member
FiAr,AnMa,family,1,member
FiAr,GiMa,family,1,member
FiAr,ViMa,family,1,member
FiAr,GaTi,family,1,member
FiAr,GiTi,family,1,member
FiAr,LoTi,family,1,member
FiAr,AnVe,family,1,member
FiAr,CoVe,family,1,member
FiAr,GiVe,family,1,member
FiAr,RuVe,family,1,member
FiAr,GiZa,family,1,member
FiAr,OnZa,family,1,member
FiAr,GiAb,family,1,member
FiAr,MaAb,family,1,member
FiAr,PaAl,family,1,member
FiAr,PiAl,family,1,member
FiAr,GaAr,family,2,member
FiAr,FrBu,family,1,member
FiAr,ViBu,family,1,member
FiAr,SaBu,family,1,member
FiAr,SaCh,family,1,member
FiAr,DoFe,family,1,member
FiAr,GiIn,family,1,member
FiAr,GaLo,family,1,member
FiAr,GiLo,family,1,member
FiAr,GiOl,family,1,member
FiAr,AnSi,family,1,member
FiAr,FrPa,family,1,member
FiAr,ViSi,family,1,member
FiAr,VSdA,family,1,member
FiAr,PiTa,family,1,member
GaAr,FiMa,family,1,member
GaAr,BeTi,family,1,member
GaAr,PiVe,family,1,member
GaAr,CaZa,family,1,member
GaAr,AnMa,family,1,member
GaAr,GiMa,family,1,member
GaAr,ViMa,family,1,member
GaAr,GaTi,family,1,member
GaAr,GiTi,family,1,member
GaAr,LoTi,family,1,member
GaAr,AnVe,family,1,member
GaAr,CoVe,family,1,member
GaAr,GiVe,family,1,member
GaAr,RuVe,family,1,member
GaAr,GiZa,family,1,member
GaAr,OnZa,family,1,member
GaAr,GiAb,family,1,member
GaAr,MaAb,family,1,member
GaAr,PaAl,family,1,member
GaAr,PiAl,family,1,member
GaAr,FiAr,family,2,member
GaAr,FrBu,family,1,member
GaAr,ViBu,family,1,member
GaAr,SaBu,family,1,member
GaAr,SaCh,family,1,member
GaAr,DoFe,family,1,member
GaAr,GiIn,family,1,member
GaAr,GaLo,family,1,member
GaAr,GiLo,family,1,member
GaAr,GiOl,family,1,member
GaAr,AnSi,family,1,member
GaAr,FrPa,family,1,member
GaAr,ViSi,family,1,member
GaAr,VSdA,family,1,member
GaAr,PiTa,family,1,member
FrBu,FiMa,family,1,member
FrBu,BeTi,family,1,member
FrBu,PiVe,family,1,member
FrBu,CaZa,family,1,member
FrBu,AnMa,family,1,member
FrBu,GiMa,family,1,member
FrBu,ViMa,family,1,member
FrBu,GaTi,family,1,member
FrBu,GiTi,family,1,member
FrBu,LoTi,family,1,member
FrBu,AnVe,family,1,member
FrBu,CoVe,family,1,member
FrBu,GiVe,family,1,member
FrBu,RuVe,family,1,member
FrBu,GiZa,family,1,member
FrBu,OnZa,family,1,member
FrBu,GiAb,family,1,member
FrBu,MaAb,family,1,member
FrBu,PaAl,family,1,member
FrBu,PiAl,family,1,member
FrBu,FiAr,family,1,member
FrBu,GaAr,family,1,member
FrBu,ViBu,family,2,member
FrBu,SaBu,family,2,member
FrBu,SaCh,family,1,member
FrBu,DoFe,family,1,member
FrBu,GiIn,family,1,member
FrBu,GaLo,family,1,member
FrBu,GiLo,family,1,member
FrBu,GiOl,family,1,member
FrBu,AnSi,family,1,member
FrBu,FrPa,family,1,member
FrBu,ViSi,family,1,member
FrBu,VSdA,family,1,member
FrBu,PiTa,family,1,member
ViBu,FiMa,family,1,member
ViBu,BeTi,family,1,member
ViBu,PiVe,family,1,member
ViBu,CaZa,family,1,member
ViBu,AnMa,family,1,member
ViBu,GiMa,family,1,member
ViBu,ViMa,family,1,member
ViBu,GaTi,family,1,member
ViBu,GiTi,family,1,member
ViBu,LoTi,family,1,member
ViBu,AnVe,family,1,member
ViBu,CoVe,family,1,member
ViBu,GiVe,family,1,member
ViBu,RuVe,family,1,member
ViBu,GiZa,family,1,member
ViBu,OnZa,family,1,member
ViBu,GiAb,family,1,member
ViBu,MaAb,family,1,member
ViBu,PaAl,family,1,member
ViBu,PiAl,family,1,member
ViBu,FiAr,family,1,member
ViBu,GaAr,family,1,member
ViBu,FrBu,family,2,member
ViBu,SaBu,family,2,member
ViBu,SaCh,family,1,member
ViBu,DoFe,family,1,member
ViBu,GiIn,family,1,member
ViBu,GaLo,family,1,member
ViBu,GiLo,family,1,member
ViBu,GiOl,family,1,member
ViBu,AnSi,family,1,member
ViBu,FrPa,family,1,member
ViBu,ViSi,family,1,member
ViBu,VSdA,family,1,member
ViBu,PiTa,family,1,member
SaBu,FiMa,family,1,member
SaBu,BeTi,family,1,member
SaBu,PiVe,family,1,member
SaBu,CaZa,family,1,member
SaBu,AnMa,family,1,member
SaBu,GiMa,family,1,member
SaBu,ViMa,family,1,member
SaBu,GaTi,family,1,member
SaBu,GiTi,family,1,member
SaBu,LoTi,family,1,member
SaBu,AnVe,family,1,member
SaBu,CoVe,family,1,member
SaBu,GiVe,family,1,member
SaBu,RuVe,family,1,member
SaBu,GiZa,family,1,member
SaBu,OnZa,family,1,member
SaBu,GiAb,family,1,member
SaBu,GiAb,family,1,member
SaBu,MaAb,family,1,member
SaBu,PaAl,family,1,member
SaBu,PiAl,family,1,member
SaBu,FiAr,family,1,member
SaBu,GaAr,family,1,member
SaBu,FrBu,family,2,member
SaBu,ViBu,family,2,member
SaBu,SaCh,family,1,member
SaBu,DoFe,family,1,member
SaBu,GiIn,family,1,member
SaBu,GaLo,family,1,member
SaBu,GiLo,family,1,member
SaBu,GiOl,family,1,member
SaBu,AnSi,family,1,member
SaBu,FrPa,family,1,member
SaBu,ViSi,family,1,member
SaBu,VSdA,family,1,member
SaBu,PiTa,family,1,member
SaCh,FiMa,family,1,member
SaCh,BeTi,family,1,member
SaCh,PiVe,family,1,member
SaCh,CaZa,family,1,member
SaCh,AnMa,family,1,member
SaCh,GiMa,family,1,member
SaCh,ViMa,family,1,member
SaCh,GaTi,family,1,member
SaCh,GiTi,family,1,member
SaCh,LoTi,family,1,member
SaCh,AnVe,family,1,member
SaCh,CoVe,family,1,member
SaCh,GiVe,family,1,member
SaCh,RuVe,family,1,member
SaCh,GiZa,family,1,member
SaCh,OnZa,family,1,member
SaCh,GiAb,family,1,member
SaCh,MaAb,family,1,member
SaCh,PaAl,family,1,member
SaCh,PiAl,family,1,member
SaCh,FiAr,family,1,member
SaCh,GaAr,family,1,member
SaCh,FrBu,family,1,member
SaCh,ViBu,family,1,member
SaCh,SaBu,family,1,member
SaCh,DoFe,family,1,member
SaCh,GiIn,family,1,member
SaCh,GaLo,family,1,member
SaCh,GiLo,family,1,member
SaCh,GiOl,family,1,member
SaCh,AnSi,family,1,member
SaCh,FrPa,family,1,member
SaCh,ViSi,family,1,member
SaCh,VSdA,family,1,member
SaCh,PiTa,family,1,member
DoFe,FiMa,family,1,member
DoFe,BeTi,family,1,member
DoFe,PiVe,family,1,member
DoFe,CaZa,family,1,member
DoFe,AnMa,family,1,member
DoFe,GiMa,family,1,member
DoFe,ViMa,family,1,member
DoFe,GaTi,family,1,member
DoFe,GiTi,family,1,member
DoFe,LoTi,family,1,member
DoFe,AnVe,family,1,member
DoFe,CoVe,family,1,member
DoFe,GiVe,family,1,member
DoFe,RuVe,family,1,member
DoFe,GiZa,family,1,member
DoFe,OnZa,family,1,member
DoFe,GiAb,family,1,member
DoFe,MaAb,family,1,member
DoFe,PaAl,family,1,member
DoFe,PiAl,family,1,member
DoFe,FiAr,family,1,member
DoFe,GaAr,family,1,member
DoFe,FrBu,family,1,member
DoFe,ViBu,family,1,member
DoFe,SaBu,family,1,member
DoFe,SaCh,family,1,member
DoFe,GiIn,family,1,member
DoFe,GaLo,family,1,member
DoFe,GiLo,family,1,member
DoFe,GiOl,family,1,member
DoFe,AnSi,family,1,member
DoFe,FrPa,family,1,member
DoFe,ViSi,family,1,member
DoFe,VSdA,family,1,member
DoFe,PiTa,family,1,member
GiIn,FiMa,family,1,member
GiIn,BeTi,family,1,member
GiIn,PiVe,family,1,member
GiIn,CaZa,family,1,member
GiIn,AnMa,family,1,member
GiIn,GiMa,family,1,member
GiIn,ViMa,family,1,member
GiIn,GaTi,family,1,member
GiIn,GiTi,family,1,member
GiIn,LoTi,family,1,member
GiIn,AnVe,family,1,member
GiIn,CoVe,family,1,member
GiIn,GiVe,family,1,member
GiIn,RuVe,family,1,member
GiIn,GiZa,family,1,member
GiIn,OnZa,family,1,member
GiIn,GiAb,family,1,member
GiIn,MaAb,family,1,member
GiIn,PaAl,family,1,member
GiIn,PiAl,family,1,member
GiIn,FiAr,family,1,member
GiIn,GaAr,family,1,member
GiIn,FrBu,family,1,member
GiIn,ViBu,family,1,member
GiIn,SaBu,family,1,member
GiIn,SaCh,family,1,member
GiIn,DoFe,family,1,member
GiIn,GaLo,family,1,member
GiIn,GiLo,family,1,member
GiIn,GiOl,family,1,member
GiIn,AnSi,family,1,member
GiIn,FrPa,family,1,member
GiIn,ViSi,family,1,member
GiIn,VSdA,family,1,member
GiIn,PiTa,family,1,member
GaLo,FiMa,family,1,member
GaLo,BeTi,family,1,member
GaLo,PiVe,family,1,member
GaLo,CaZa,family,1,member
GaLo,AnMa,family,1,member
GaLo,GiMa,family,1,member
GaLo,ViMa,family,1,member
GaLo,GaTi,family,1,member
GaLo,GiTi,family,1,member
GaLo,LoTi,family,1,member
GaLo,AnVe,family,1,member
GaLo,CoVe,family,1,member
GaLo,GiVe,family,1,member
GaLo,RuVe,family,1,member
GaLo,GiZa,family,1,member
GaLo,OnZa,family,1,member
GaLo,GiAb,family,1,member
GaLo,MaAb,family,1,member
GaLo,PaAl,family,1,member
GaLo,PiAl,family,1,member
GaLo,FiAr,family,1,member
GaLo,GaAr,family,1,member
GaLo,FrBu,family,1,member
GaLo,ViBu,family,1,member
GaLo,SaBu,family,1,member
GaLo,SaCh,family,1,member
GaLo,DoFe,family,1,member
GaLo,GiIn,family,1,member
GaLo,GiLo,family,2,member
GaLo,GiOl,family,1,member
GaLo,AnSi,family,1,member
GaLo,FrPa,family,1,member
GaLo,ViSi,family,1,member
GaLo,VSdA,family,1,member
GaLo,PiTa,family,1,member
GiLo,FiMa,family,1,member
GiLo,BeTi,family,1,member
GiLo,PiVe,family,1,member
GiLo,CaZa,family,1,member
GiLo,AnMa,family,1,member
GiLo,GiMa,family,1,member
GiLo,ViMa,family,1,member
GiLo,GaTi,family,1,member
GiLo,GiTi,family,1,member
GiLo,LoTi,family,1,member
GiLo,AnVe,family,1,member
GiLo,CoVe,family,1,member
GiLo,GiVe,family,1,member
GiLo,RuVe,family,1,member
GiLo,GiZa,family,1,member
GiLo,OnZa,family,1,member
GiLo,GiAb,family,1,member
GiLo,MaAb,family,1,member
GiLo,PaAl,family,1,member
GiLo,PiAl,family,1,member
GiLo,FiAr,family,1,member
GiLo,GaAr,family,1,member
GiLo,FrBu,family,1,member
GiLo,ViBu,family,1,member
GiLo,SaBu,family,1,member
GiLo,SaCh,family,1,member
GiLo,DoFe,family,1,member
GiLo,GiIn,family,1,member
GiLo,GaLo,family,2,member
GiLo,GiOl,family,1,member
GiLo,AnSi,family,1,member
GiLo,FrPa,family,1,member
GiLo,ViSi,family,1,member
GiLo,VSdA,family,1,member
GiLo,PiTa,family,1,member
GiOl,FiMa,family,1,member
GiOl,BeTi,family,1,member
GiOl,PiVe,family,1,member
GiOl,CaZa,family,1,member
GiOl,AnMa,family,1,member
GiOl,GiMa,family,1,member
GiOl,ViMa,family,1,member
GiOl,GaTi,family,1,member
GiOl,GiTi,family,1,member
GiOl,LoTi,family,1,member
GiOl,AnVe,family,1,member
GiOl,CoVe,family,1,member
GiOl,GiVe,family,1,member
GiOl,RuVe,family,1,member
GiOl,GiZa,family,1,member
GiOl,OnZa,family,1,member
GiOl,GiAb,family,1,member
GiOl,MaAb,family,1,member
GiOl,PaAl,family,1,member
GiOl,PiAl,family,1,member
GiOl,FiAr,family,1,member
GiOl,GaAr,family,1,member
GiOl,FrBu,family,1,member
GiOl,ViBu,family,1,member
GiOl,SaBu,family,1,member
GiOl,SaCh,family,1,member
GiOl,DoFe,family,1,member
GiOl,GiIn,family,1,member
GiOl,GaLo,family,1,member
GiOl,GiLo,family,1,member
GiOl,AnSi,family,1,member
GiOl,FrPa,family,1,member
GiOl,ViSi,family,1,member
GiOl,VSdA,family,1,member
GiOl,PiTa,family,1,member
AnSi,FiMa,family,1,member
AnSi,BeTi,family,1,member
AnSi,PiVe,family,1,member
AnSi,CaZa,family,1,member
AnSi,AnMa,family,1,member
AnSi,GiMa,family,1,member
AnSi,ViMa,family,1,member
AnSi,GaTi,family,1,member
AnSi,GiTi,family,1,member
AnSi,LoTi,family,1,member
AnSi,AnVe,family,1,member
AnSi,CoVe,family,1,member
AnSi,GiVe,family,1,member
AnSi,RuVe,family,1,member
AnSi,GiZa,family,1,member
AnSi,OnZa,family,1,member
AnSi,GiAb,family,1,member
AnSi,MaAb,family,1,member
AnSi,PaAl,family,1,member
AnSi,PiAl,family,1,member
AnSi,FiAr,family,1,member
AnSi,GaAr,family,1,member
AnSi,FrBu,family,1,member
AnSi,ViBu,family,1,member
AnSi,SaBu,family,1,member
AnSi,SaCh,family,1,member
AnSi,DoFe,family,1,member
AnSi,GiIn,family,1,member
AnSi,GaLo,family,1,member
AnSi,GiLo,family,1,member
AnSi,GiOl,family,1,member
AnSi,FrPa,family,2,member
AnSi,ViSi,family,2,member
AnSi,VSdA,family,2,member
AnSi,PiTa,family,1,member
FrPa,FiMa,family,1,member
FrPa,BeTi,family,1,member
FrPa,PiVe,family,1,member
FrPa,CaZa,family,1,member
FrPa,AnMa,family,1,member
FrPa,GiMa,family,1,member
FrPa,ViMa,family,1,member
FrPa,GaTi,family,1,member
FrPa,GiTi,family,1,member
FrPa,LoTi,family,1,member
FrPa,AnVe,family,1,member
FrPa,CoVe,family,1,member
FrPa,GiVe,family,1,member
FrPa,RuVe,family,1,member
FrPa,GiZa,family,1,member
FrPa,OnZa,family,1,member
FrPa,GiAb,family,1,member
FrPa,MaAb,family,1,member
FrPa,PaAl,family,1,member
FrPa,PiAl,family,1,member
FrPa,FiAr,family,1,member
FrPa,GaAr,family,1,member
FrPa,FrBu,family,1,member
FrPa,ViBu,family,1,member
FrPa,SaBu,family,1,member
FrPa,SaCh,family,1,member
FrPa,DoFe,family,1,member
FrPa,GiIn,family,1,member
FrPa,GaLo,family,1,member
FrPa,GiLo,family,1,member
FrPa,GiOl,family,1,member
FrPa,AnSi,family,2,member
FrPa,ViSi,family,2,member
FrPa,VSdA,family,2,member
FrPa,PiTa,family,1,member
ViSi,FiMa,family,1,member
ViSi,BeTi,family,1,member
ViSi,PiVe,family,1,member
ViSi,CaZa,family,1,member
ViSi,AnMa,family,1,member
ViSi,GiMa,family,1,member
ViSi,ViMa,family,1,member
ViSi,GaTi,family,1,member
ViSi,GiTi,family,1,member
ViSi,LoTi,family,1,member
ViSi,AnVe,family,1,member
ViSi,CoVe,family,1,member
ViSi,GiVe,family,1,member
ViSi,RuVe,family,1,member
ViSi,GiZa,family,1,member
ViSi,OnZa,family,1,member
ViSi,GiAb,family,1,member
ViSi,MaAb,family,1,member
ViSi,PaAl,family,1,member
ViSi,PiAl,family,1,member
ViSi,FiAr,family,1,member
ViSi,GaAr,family,1,member
ViSi,FrBu,family,1,member
ViSi,ViBu,family,1,member
ViSi,SaBu,family,1,member
ViSi,SaCh,family,1,member
ViSi,DoFe,family,1,member
ViSi,GiIn,family,1,member
ViSi,GaLo,family,1,member
ViSi,GiLo,family,1,member
ViSi,GiOl,family,1,member
ViSi,AnSi,family,2,member
ViSi,FrPa,family,2,member
ViSi,VSdA,family,2,member
ViSi,PiTa,family,1,member
VSdA,FiMa,family,1,member
VSdA,BeTi,family,1,member
VSdA,PiVe,family,1,member
VSdA,CaZa,family,1,member
VSdA,AnMa,family,1,member
VSdA,GiMa,family,1,member
VSdA,ViMa,family,1,member
VSdA,GaTi,family,1,member
VSdA,GiTi,family,1,member
VSdA,LoTi,family,1,member
VSdA,AnVe,family,1,member
VSdA,CoVe,family,1,member
VSdA,GiVe,family,1,member
